house_number,addition,street
87,,An den Leddigen
88,,An den Leddigen
89,,An den Leddigen
90,,An den Leddigen
91,,An den Leddigen
92,,An den Leddigen
93,,An den Leddigen
94,,An den Leddigen
95,,An den Leddigen
96,,An den Leddigen
97,,An den Leddigen
98,,An den Leddigen
99,,An den Leddigen
100,,An den Leddigen
101,,An den Leddigen
102,,An den Leddigen
103,,An den Leddigen
104,,An den Leddigen
105,,An den Leddigen
106,,An den Leddigen
107,,An den Leddigen
108,,An den Leddigen
109,,An den Leddigen
110,,An den Leddigen
111,,An den Leddigen
112,,An den Leddigen
113,,An den Leddigen
114,,An den Leddigen
115,,An den Leddigen
116,,An den Leddigen
117,,An den Leddigen
118,,An den Leddigen
119,,An den Leddigen
120,,An den Leddigen
121,,An den Leddigen
122,,An den Leddigen
123,,An den Leddigen
124,,An den Leddigen
125,,An den Leddigen
126,,An den Leddigen
127,,An den Leddigen
128,,An den Leddigen
129,,An den Leddigen
130,,An den Leddigen
131,,An den Leddigen
132,,An den Leddigen
133,,An den Leddigen
134,,An den Leddigen
135,,An den Leddigen
136,,An den Leddigen
137,,An den Leddigen
138,,An den Leddigen
139,,An den Leddigen
1,a,Pastor-Moritz-Straße
1,b,Pastor-Moritz-Straße
1,c,Pastor-Moritz-Straße
2,a,Pastor-Moritz-Straße
2,b,Pastor-Moritz-Straße
2,c,Pastor-Moritz-Straße
2,d,Pastor-Moritz-Straße
2,e,Pastor-Moritz-Straße
3,a,Pastor-Moritz-Straße
3,b,Pastor-Moritz-Straße
3,c,Pastor-Moritz-Straße
4,a,Pastor-Moritz-Straße
4,b,Pastor-Moritz-Straße
4,c,Pastor-Moritz-Straße
4,d,Pastor-Moritz-Straße
5,,Pastor-Moritz-Straße
6,a,Pastor-Moritz-Straße
6,b,Pastor-Moritz-Straße
6,c,Pastor-Moritz-Straße
6,d,Pastor-Moritz-Straße
6,e,Pastor-Moritz-Straße
7,,Pastor-Moritz-Straße
8,a,Pastor-Moritz-Straße
8,b,Pastor-Moritz-Straße
8,c,Pastor-Moritz-Straße
8,d,Pastor-Moritz-Straße
8,e,Pastor-Moritz-Straße
9,a,Pastor-Moritz-Straße
9,b,Pastor-Moritz-Straße
9,c,Pastor-Moritz-Straße
9,d,Pastor-Moritz-Straße
10,a,Pastor-Moritz-Straße
10,b,Pastor-Moritz-Straße
10,c,Pastor-Moritz-Straße
10,d,Pastor-Moritz-Straße
10,e,Pastor-Moritz-Straße
11,,Pastor-Moritz-Straße
12,a,Pastor-Moritz-Straße
12,b,Pastor-Moritz-Straße
12,c,Pastor-Moritz-Straße
12,d,Pastor-Moritz-Straße
13,,Pastor-Moritz-Straße
14,a,Pastor-Moritz-Straße
14,b,Pastor-Moritz-Straße
14,c,Pastor-Moritz-Straße
15,,Pastor-Moritz-Straße
16,,Pastor-Moritz-Straße
17,,Pastor-Moritz-Straße
18,,Pastor-Moritz-Straße
19,,Pastor-Moritz-Straße
20,,Pastor-Moritz-Straße
21,,Pastor-Moritz-Straße
22,,Pastor-Moritz-Straße
23,,Pastor-Moritz-Straße
24,,Pastor-Moritz-Straße
25,,Pastor-Moritz-Straße
26,,Pastor-Moritz-Straße
27,,Pastor-Moritz-Straße
29,,Pastor-Moritz-Straße
31,,Pastor-Moritz-Straße
33,,Pastor-Moritz-Straße
35,,Pastor-Moritz-Straße
1,,Paul-Lange-Bey-Straße
2,,Paul-Lange-Bey-Straße
3,,Paul-Lange-Bey-Straße
4,,Paul-Lange-Bey-Straße
5,,Paul-Lange-Bey-Straße
6,,Paul-Lange-Bey-Straße
7,,Paul-Lange-Bey-Straße
8,,Paul-Lange-Bey-Straße
9,,Paul-Lange-Bey-Straße
10,,Paul-Lange-Bey-Straße
11,,Paul-Lange-Bey-Straße
12,,Paul-Lange-Bey-Straße
13,,Paul-Lange-Bey-Straße
14,,Paul-Lange-Bey-Straße
15,,Paul-Lange-Bey-Straße
16,,Paul-Lange-Bey-Straße
17,,Paul-Lange-Bey-Straße
18,,Paul-Lange-Bey-Straße
19,,Paul-Lange-Bey-Straße
20,,Paul-Lange-Bey-Straße
21,,Paul-Lange-Bey-Straße
22,,Paul-Lange-Bey-Straße
23,,Paul-Lange-Bey-Straße
24,,Paul-Lange-Bey-Straße
25,,Paul-Lange-Bey-Straße
26,,Paul-Lange-Bey-Straße
27,,Paul-Lange-Bey-Straße
28,,Paul-Lange-Bey-Straße
29,,Paul-Lange-Bey-Straße
30,,Paul-Lange-Bey-Straße
31,,Paul-Lange-Bey-Straße
32,,Paul-Lange-Bey-Straße
33,,Paul-Lange-Bey-Straße
34,,Paul-Lange-Bey-Straße
35,,Paul-Lange-Bey-Straße
36,,Paul-Lange-Bey-Straße
37,,Paul-Lange-Bey-Straße
38,,Paul-Lange-Bey-Straße
39,,Paul-Lange-Bey-Straße
40,,Paul-Lange-Bey-Straße
41,,Paul-Lange-Bey-Straße
42,,Paul-Lange-Bey-Straße
43,,Paul-Lange-Bey-Straße
44,,Paul-Lange-Bey-Straße
45,,Paul-Lange-Bey-Straße
45,a,Paul-Lange-Bey-Straße
46,,Paul-Lange-Bey-Straße
47,,Paul-Lange-Bey-Straße
48,,Paul-Lange-Bey-Straße
49,,Paul-Lange-Bey-Straße
50,,Paul-Lange-Bey-Straße
1,,Schmidtweg
1,a,Schmidtweg
2,,Schmidtweg
3,,Schmidtweg
3,a,Schmidtweg
4,,Schmidtweg
5,,Schmidtweg
5,a,Schmidtweg
6,,Schmidtweg
7,,Schmidtweg
7,a,Schmidtweg
8,,Schmidtweg
9,,Schmidtweg
9,a,Schmidtweg
10,,Schmidtweg
11,,Schmidtweg
11,a,Schmidtweg
12,,Schmidtweg
14,,Schmidtweg
16,,Schmidtweg
1,,Zum Storchennest
3,,Zum Storchennest
4,,Zum Storchennest
4,a,Zum Storchennest
5,,Zum Storchennest
6,,Zum Storchennest
6,a,Zum Storchennest
7,,Zum Storchennest
8,,Zum Storchennest
8,a,Zum Storchennest
10,,Zum Storchennest
10,a,Zum Storchennest
1,,Rönsahler Straße
1,a,Rönsahler Straße
1,b,Rönsahler Straße
1,c,Rönsahler Straße
1,d,Rönsahler Straße
1,e,Rönsahler Straße
1,f,Rönsahler Straße
1,g,Rönsahler Straße
3,,Rönsahler Straße
3,a,Rönsahler Straße
2,b,Am Zernsee
3,b,Rönsahler Straße
3,c,Rönsahler Straße
3,d,Rönsahler Straße
3,e,Rönsahler Straße
5,,Rönsahler Straße
5,a,Rönsahler Straße
5,b,Rönsahler Straße
5,c,Rönsahler Straße
5,d,Rönsahler Straße
5,e,Rönsahler Straße
6,,Rönsahler Straße
7,,Rönsahler Straße
7,a,Rönsahler Straße
7,b,Rönsahler Straße
7,c,Rönsahler Straße
7,d,Rönsahler Straße
7,e,Rönsahler Straße
8,,Rönsahler Straße
9,,Rönsahler Straße
9,a,Rönsahler Straße
9,b,Rönsahler Straße
9,c,Rönsahler Straße
10,,Rönsahler Straße
11,,Rönsahler Straße
11,a,Rönsahler Straße
12,,Rönsahler Straße
13,,Rönsahler Straße
13,a,Rönsahler Straße
14,,Rönsahler Straße
15,,Rönsahler Straße
15,a,Rönsahler Straße
16,,Rönsahler Straße
17,,Rönsahler Straße
17,a,Rönsahler Straße
18,,Rönsahler Straße
19,,Rönsahler Straße
19,a,Rönsahler Straße
20,,Rönsahler Straße
21,,Rönsahler Straße
21,a,Rönsahler Straße
22,,Rönsahler Straße
23,,Rönsahler Straße
23,a,Rönsahler Straße
24,,Rönsahler Straße
25,,Rönsahler Straße
25,a,Rönsahler Straße
1,,Am Upstallgraben
1,a,Am Upstallgraben
1,b,Am Upstallgraben
1,c,Am Upstallgraben
3,,Am Upstallgraben
5,,Am Upstallgraben
5,a,Am Upstallgraben
6,,Am Upstallgraben
6,a,Am Upstallgraben
6,b,Am Upstallgraben
7,,Am Upstallgraben
7,a,Am Upstallgraben
8,,Am Upstallgraben
8,a,Am Upstallgraben
8,b,Am Upstallgraben
9,,Am Upstallgraben
9,a,Am Upstallgraben
10,,Am Upstallgraben
10,a,Am Upstallgraben
10,b,Am Upstallgraben
11,,Am Upstallgraben
11,a,Am Upstallgraben
12,,Am Upstallgraben
12,a,Am Upstallgraben
12,b,Am Upstallgraben
13,,Am Upstallgraben
14,,Am Upstallgraben
15,,Am Upstallgraben
15,a,Am Upstallgraben
16,,Am Upstallgraben
17,,Am Upstallgraben
17,a,Am Upstallgraben
18,,Am Upstallgraben
19,,Am Upstallgraben
19,a,Am Upstallgraben
20,,Am Upstallgraben
21,,Am Upstallgraben
21,a,Am Upstallgraben
7,a,Am Zernsee
22,,Am Upstallgraben
1,,Von-Stechow-Straße
2,,Von-Stechow-Straße
6,,Von-Stechow-Straße
10,,Von-Stechow-Straße
113,,Von-Stechow-Straße
115,,Von-Stechow-Straße
117,,Von-Stechow-Straße
119,,Von-Stechow-Straße
121,,Von-Stechow-Straße
123,,Von-Stechow-Straße
125,,Von-Stechow-Straße
127,,Von-Stechow-Straße
129,,Von-Stechow-Straße
131,,Von-Stechow-Straße
133,,Von-Stechow-Straße
135,,Von-Stechow-Straße
137,,Von-Stechow-Straße
139,,Von-Stechow-Straße
141,,Von-Stechow-Straße
143,,Von-Stechow-Straße
145,,Von-Stechow-Straße
147,,Von-Stechow-Straße
149,,Von-Stechow-Straße
151,,Von-Stechow-Straße
153,,Von-Stechow-Straße
155,,Von-Stechow-Straße
1,,Müllerweg
2,,Müllerweg
3,,Müllerweg
4,,Müllerweg
5,,Müllerweg
6,,Müllerweg
6,a,Müllerweg
6,b,Müllerweg
1,,Am Friedhof
1,a,Am Friedhof
1,b,Am Friedhof
2,,Am Friedhof
3,,Am Friedhof
4,,Am Friedhof
5,,Am Friedhof
6,,Am Friedhof
7,,Am Friedhof
7,a,Am Friedhof
9,,Am Friedhof
11,,Am Friedhof
13,,Am Friedhof
15,,Am Friedhof
1,,An der Jubelitz
2,,An der Jubelitz
3,,An der Jubelitz
4,,An der Jubelitz
5,,An der Jubelitz
6,,An der Jubelitz
7,,An der Jubelitz
8,,An der Jubelitz
9,,An der Jubelitz
10,,An der Jubelitz
11,,An der Jubelitz
12,,An der Jubelitz
13,,An der Jubelitz
14,,An der Jubelitz
14,a,An der Jubelitz
15,,An der Jubelitz
16,,An der Jubelitz
17,,An der Jubelitz
18,,An der Jubelitz
19,,An der Jubelitz
20,,An der Jubelitz
21,,An der Jubelitz
23,,An der Jubelitz
25,,An der Jubelitz
27,,An der Jubelitz
29,,An der Jubelitz
31,,An der Jubelitz
33,,An der Jubelitz
35,,An der Jubelitz
37,,An der Jubelitz
1,,Am Upstall
2,,Am Upstall
3,,Am Upstall
4,,Am Upstall
5,,Am Upstall
6,,Am Upstall
7,,Am Upstall
8,,Am Upstall
9,,Am Upstall
10,,Am Upstall
10,a,Am Upstall
10,b,Am Upstall
10,c,Am Upstall
10,d,Am Upstall
10,e,Am Upstall
10,f,Am Upstall
10,g,Am Upstall
10,h,Am Upstall
10,i,Am Upstall
10,j,Am Upstall
10,k,Am Upstall
11,,Am Upstall
12,,Am Upstall
13,,Am Upstall
14,,Am Upstall
15,,Am Upstall
16,,Am Upstall
18,,Am Upstall
20,,Am Upstall
22,,Am Upstall
24,,Am Upstall
26,,Am Upstall
28,,Am Upstall
30,,Am Upstall
1,,Gartenstraße
1,a,Gartenstraße
1,b,Gartenstraße
2,,Gartenstraße
3,,Gartenstraße
4,,Gartenstraße
5,,Gartenstraße
6,,Gartenstraße
7,,Gartenstraße
8,,Gartenstraße
9,,Gartenstraße
10,,Gartenstraße
11,,Gartenstraße
12,,Gartenstraße
13,,Gartenstraße
14,,Gartenstraße
15,,Gartenstraße
16,,Gartenstraße
17,,Gartenstraße
18,,Gartenstraße
19,,Gartenstraße
1,,Am Spitzen Berg
2,,Am Spitzen Berg
3,,Am Spitzen Berg
4,,Am Spitzen Berg
5,,Am Spitzen Berg
6,,Am Spitzen Berg
7,,Am Spitzen Berg
8,,Am Spitzen Berg
9,,Am Spitzen Berg
10,,Am Spitzen Berg
11,,Am Spitzen Berg
12,,Am Spitzen Berg
13,,Am Spitzen Berg
14,,Am Spitzen Berg
15,,Am Spitzen Berg
16,,Am Spitzen Berg
17,,Am Spitzen Berg
18,,Am Spitzen Berg
20,,Am Spitzen Berg
22,,Am Spitzen Berg
24,,Am Spitzen Berg
26,,Am Spitzen Berg
28,,Am Spitzen Berg
29,,Am Spitzen Berg
30,,Am Spitzen Berg
31,,Am Spitzen Berg
32,,Am Spitzen Berg
33,,Am Spitzen Berg
34,,Am Spitzen Berg
35,,Am Spitzen Berg
36,,Am Spitzen Berg
37,,Am Spitzen Berg
38,,Am Spitzen Berg
39,,Am Spitzen Berg
40,,Am Spitzen Berg
41,,Am Spitzen Berg
42,,Am Spitzen Berg
43,,Am Spitzen Berg
44,,Am Spitzen Berg
45,,Am Spitzen Berg
46,,Am Spitzen Berg
47,,Am Spitzen Berg
48,,Am Spitzen Berg
49,,Am Spitzen Berg
50,,Am Spitzen Berg
51,,Am Spitzen Berg
52,,Am Spitzen Berg
53,,Am Spitzen Berg
54,,Am Spitzen Berg
55,,Am Spitzen Berg
56,,Am Spitzen Berg
57,,Am Spitzen Berg
58,,Am Spitzen Berg
59,,Am Spitzen Berg
60,,Am Spitzen Berg
61,,Am Spitzen Berg
62,,Am Spitzen Berg
63,,Am Spitzen Berg
64,,Am Spitzen Berg
65,,Am Spitzen Berg
66,,Am Spitzen Berg
67,,Am Spitzen Berg
68,,Am Spitzen Berg
69,,Am Spitzen Berg
70,,Am Spitzen Berg
71,,Am Spitzen Berg
72,,Am Spitzen Berg
73,,Am Spitzen Berg
74,,Am Spitzen Berg
75,,Am Spitzen Berg
76,,Am Spitzen Berg
77,,Am Spitzen Berg
78,,Am Spitzen Berg
79,,Am Spitzen Berg
80,,Am Spitzen Berg
81,,Am Spitzen Berg
82,,Am Spitzen Berg
83,,Am Spitzen Berg
84,,Am Spitzen Berg
85,,Am Spitzen Berg
87,,Am Spitzen Berg
89,,Am Spitzen Berg
91,,Am Spitzen Berg
93,,Am Spitzen Berg
95,,Am Spitzen Berg
97,,Am Spitzen Berg
99,,Am Spitzen Berg
101,,Am Spitzen Berg
103,,Am Spitzen Berg
105,,Am Spitzen Berg
107,,Am Spitzen Berg
109,,Am Spitzen Berg
111,,Am Spitzen Berg
113,,Am Spitzen Berg
115,,Am Spitzen Berg
117,,Am Spitzen Berg
119,,Am Spitzen Berg
121,,Am Spitzen Berg
1,,Hasensteg
2,,Hasensteg
3,,Hasensteg
4,,Hasensteg
5,,Hasensteg
6,,Hasensteg
7,,Hasensteg
8,,Hasensteg
9,,Hasensteg
10,,Hasensteg
11,,Hasensteg
12,,Hasensteg
13,,Hasensteg
14,,Hasensteg
15,,Hasensteg
16,,Hasensteg
17,,Hasensteg
18,,Hasensteg
19,,Hasensteg
20,,Hasensteg
21,,Hasensteg
22,,Hasensteg
23,,Hasensteg
24,,Hasensteg
25,,Hasensteg
26,,Hasensteg
27,,Hasensteg
28,,Hasensteg
29,,Hasensteg
30,,Hasensteg
31,,Hasensteg
32,,Hasensteg
33,,Hasensteg
34,,Hasensteg
36,,Hasensteg
38,,Hasensteg
40,,Hasensteg
2,,Fehlowweg
3,,Fehlowweg
4,,Fehlowweg
5,,Fehlowweg
6,,Fehlowweg
7,,Fehlowweg
8,,Fehlowweg
9,,Fehlowweg
10,,Fehlowweg
11,,Fehlowweg
12,,Fehlowweg
12,a,Fehlowweg
13,,Fehlowweg
14,,Fehlowweg
14,a,Fehlowweg
15,,Fehlowweg
16,,Fehlowweg
16,a,Fehlowweg
17,,Fehlowweg
7,,Glienicker Weg
1,,Am Urnenfeld
2,,Am Urnenfeld
3,,Am Urnenfeld
1,,Am Zernsee
2,a,Am Zernsee
2,f,Am Zernsee
2,g,Am Zernsee
2,h,Am Zernsee
2,i,Am Zernsee
8,,Am Zernsee
8,a,Am Zernsee
9,,Am Zernsee
10,,Am Zernsee
10,a,Am Zernsee
12,,Am Zernsee
13,,Am Zernsee
14,,Am Zernsee
15,,Am Zernsee
16,,Am Zernsee
17,,Am Zernsee
18,,Am Zernsee
19,,Am Zernsee
20,,Am Zernsee
21,,Am Zernsee
22,,Am Zernsee
22,a,Am Zernsee
23,a,Am Zernsee
23,c,Am Zernsee
23,d,Am Zernsee
23,e,Am Zernsee
24,,Am Zernsee
24,a,Am Zernsee
24,b,Am Zernsee
24,c,Am Zernsee
24,d,Am Zernsee
25,a,Am Zernsee
25,b,Am Zernsee
25,c,Am Zernsee
25,d,Am Zernsee
25,e,Am Zernsee
26,,Am Zernsee
26,a,Am Zernsee
26,b,Am Zernsee
27,,Am Zernsee
27,a,Am Zernsee
28,,Am Zernsee
28,a,Am Zernsee
29,,Am Zernsee
29,a,Am Zernsee
30,,Am Zernsee
30,a,Am Zernsee
31,,Am Zernsee
32,,Am Zernsee
33,,Am Zernsee
34,,Am Zernsee
35,,Am Zernsee
36,,Am Zernsee
37,,Am Zernsee
38,,Am Zernsee
39,,Am Zernsee
40,,Am Zernsee
41,,Am Zernsee
42,,Am Zernsee
42,a,Am Zernsee
43,,Am Zernsee
44,,Am Zernsee
46,,Am Zernsee
47,,Am Zernsee
48,,Am Zernsee
49,,Am Zernsee
50,,Am Zernsee
1,,An der Bahn
2,,An der Bahn
1,,Bornimer Chaussee
1,,Falknerstraße
2,,Falknerstraße
3,,Falknerstraße
4,,Falknerstraße
4,a,Falknerstraße
4,b,Falknerstraße
4,c,Falknerstraße
4,d,Falknerstraße
5,,Falknerstraße
5,a,Falknerstraße
5,b,Falknerstraße
5,c,Falknerstraße
6,,Falknerstraße
8,,Falknerstraße
1,,Geiselbergstraße
2,,Geiselbergstraße
3,,Geiselbergstraße
4,,Geiselbergstraße
4,a,Geiselbergstraße
4,b,Geiselbergstraße
5,,Geiselbergstraße
5,a,Geiselbergstraße
6,,Geiselbergstraße
6,a,Geiselbergstraße
7,,Geiselbergstraße
8,,Geiselbergstraße
8,a,Geiselbergstraße
9,,Geiselbergstraße
10,,Geiselbergstraße
10,a,Geiselbergstraße
11,,Geiselbergstraße
12,,Geiselbergstraße
13,,Geiselbergstraße
14,,Geiselbergstraße
15,,Geiselbergstraße
16,,Geiselbergstraße
17,,Geiselbergstraße
18,,Geiselbergstraße
19,,Geiselbergstraße
19,a,Geiselbergstraße
20,,Geiselbergstraße
20,a,Geiselbergstraße
21,,Geiselbergstraße
22,,Geiselbergstraße
22,a,Geiselbergstraße
23,,Geiselbergstraße
23,a,Geiselbergstraße
24,,Geiselbergstraße
25,,Geiselbergstraße
25,a,Geiselbergstraße
26,,Geiselbergstraße
27,,Geiselbergstraße
28,,Geiselbergstraße
29,,Geiselbergstraße
31,,Geiselbergstraße
32,,Geiselbergstraße
33,,Geiselbergstraße
34,,Geiselbergstraße
34,a,Geiselbergstraße
34,b,Geiselbergstraße
35,,Geiselbergstraße
35,a,Geiselbergstraße
35,b,Geiselbergstraße
36,,Geiselbergstraße
37,,Geiselbergstraße
38,,Geiselbergstraße
39,,Geiselbergstraße
39,a,Geiselbergstraße
40,,Geiselbergstraße
41,,Geiselbergstraße
41,a,Geiselbergstraße
41,b,Geiselbergstraße
42,,Geiselbergstraße
43,,Geiselbergstraße
43,a,Geiselbergstraße
43,b,Geiselbergstraße
44,,Geiselbergstraße
44,a,Geiselbergstraße
44,b,Geiselbergstraße
44,c,Geiselbergstraße
45,,Geiselbergstraße
46,,Geiselbergstraße
46,a,Geiselbergstraße
46,f,Geiselbergstraße
47,,Geiselbergstraße
48,,Geiselbergstraße
49,,Geiselbergstraße
50,,Geiselbergstraße
50,a,Geiselbergstraße
51,,Geiselbergstraße
52,,Geiselbergstraße
56,,Geiselbergstraße
57,,Geiselbergstraße
58,,Geiselbergstraße
62,,Geiselbergstraße
62,a,Geiselbergstraße
63,,Geiselbergstraße
63,a,Geiselbergstraße
64,,Geiselbergstraße
64,a,Geiselbergstraße
65,,Geiselbergstraße
66,,Geiselbergstraße
69,,Geiselbergstraße
1,,In der Heide
1,a,In der Heide
1,b,In der Heide
2,,In der Heide
2,a,In der Heide
2,b,In der Heide
2,c,In der Heide
2,d,In der Heide
2,e,In der Heide
3,,In der Heide
3,a,In der Heide
4,,In der Heide
5,,In der Heide
6,,In der Heide
7,,In der Heide
7,a,In der Heide
7,b,In der Heide
7,c,In der Heide
8,,In der Heide
8,a,In der Heide
1,,Karl-Liebknecht-Straße
2,,Karl-Liebknecht-Straße
3,,Karl-Liebknecht-Straße
4,,Karl-Liebknecht-Straße
5,,Karl-Liebknecht-Straße
6,,Karl-Liebknecht-Straße
7,,Karl-Liebknecht-Straße
8,,Karl-Liebknecht-Straße
9,,Karl-Liebknecht-Straße
10,,Karl-Liebknecht-Straße
11,,Karl-Liebknecht-Straße
12,,Karl-Liebknecht-Straße
13,,Karl-Liebknecht-Straße
14,,Karl-Liebknecht-Straße
15,,Karl-Liebknecht-Straße
16,,Karl-Liebknecht-Straße
17,,Karl-Liebknecht-Straße
18,,Karl-Liebknecht-Straße
19,,Karl-Liebknecht-Straße
20,,Karl-Liebknecht-Straße
21,,Karl-Liebknecht-Straße
22,,Karl-Liebknecht-Straße
23,,Karl-Liebknecht-Straße
24,,Karl-Liebknecht-Straße
25,,Karl-Liebknecht-Straße
26,,Karl-Liebknecht-Straße
27,,Karl-Liebknecht-Straße
10,,Eichenweg
28,,Karl-Liebknecht-Straße
29,,Karl-Liebknecht-Straße
29,a,Karl-Liebknecht-Straße
29,b,Karl-Liebknecht-Straße
30,,Karl-Liebknecht-Straße
31,,Karl-Liebknecht-Straße
18,,Kuhfortdamm
32,,Karl-Liebknecht-Straße
33,,Karl-Liebknecht-Straße
1,,Kuhfortdamm
2,,Kuhfortdamm
3,,Kuhfortdamm
4,,Kuhfortdamm
5,,Kuhfortdamm
7,,Kuhfortdamm
9,,Kuhfortdamm
10,,Kuhfortdamm
11,,Kuhfortdamm
11,a,Kuhfortdamm
11,b,Kuhfortdamm
12,,Kuhfortdamm
12,a,Kuhfortdamm
13,,Kuhfortdamm
13,a,Kuhfortdamm
14,,Kuhfortdamm
15,,Kuhfortdamm
16,,Kuhfortdamm
17,,Kuhfortdamm
17,a,Kuhfortdamm
19,,Kuhfortdamm
20,,Kuhfortdamm
21,,Kuhfortdamm
23,,Kuhfortdamm
25,,Kuhfortdamm
27,,Kuhfortdamm
1,,Reiherbergstraße
1,a,Reiherbergstraße
2,,Reiherbergstraße
2,a,Reiherbergstraße
3,,Reiherbergstraße
3,a,Reiherbergstraße
3,b,Reiherbergstraße
3,c,Reiherbergstraße
3,d,Reiherbergstraße
3,e,Reiherbergstraße
4,,Reiherbergstraße
4,a,Reiherbergstraße
4,b,Reiherbergstraße
5,,Reiherbergstraße
5,a,Reiherbergstraße
5,b,Reiherbergstraße
5,c,Reiherbergstraße
6,,Reiherbergstraße
7,,Reiherbergstraße
8,,Reiherbergstraße
9,,Reiherbergstraße
10,,Reiherbergstraße
11,,Reiherbergstraße
12,,Reiherbergstraße
13,,Reiherbergstraße
14,,Reiherbergstraße
14,a,Reiherbergstraße
14,b,Reiherbergstraße
14,c,Reiherbergstraße
14,d,Reiherbergstraße
14,e,Reiherbergstraße
15,,Reiherbergstraße
15,a,Reiherbergstraße
15,b,Reiherbergstraße
16,,Reiherbergstraße
17,,Reiherbergstraße
18,,Reiherbergstraße
19,,Reiherbergstraße
20,,Reiherbergstraße
21,,Reiherbergstraße
22,,Reiherbergstraße
23,,Reiherbergstraße
24,,Reiherbergstraße
25,,Reiherbergstraße
27,,Reiherbergstraße
28,,Reiherbergstraße
29,,Reiherbergstraße
30,,Reiherbergstraße
31,,Reiherbergstraße
32,,Reiherbergstraße
33,,Reiherbergstraße
33,a,Reiherbergstraße
33,b,Reiherbergstraße
33,c,Reiherbergstraße
34,,Reiherbergstraße
34,a,Reiherbergstraße
35,,Reiherbergstraße
36,,Reiherbergstraße
37,,Reiherbergstraße
37,a,Reiherbergstraße
37,b,Reiherbergstraße
38,,Reiherbergstraße
39,,Reiherbergstraße
39,a,Reiherbergstraße
39,b,Reiherbergstraße
40,,Reiherbergstraße
41,,Reiherbergstraße
42,,Reiherbergstraße
43,,Reiherbergstraße
44,,Reiherbergstraße
45,,Reiherbergstraße
46,,Reiherbergstraße
47,,Reiherbergstraße
47,a,Reiherbergstraße
48,,Reiherbergstraße
48,a,Reiherbergstraße
48,b,Reiherbergstraße
49,,Reiherbergstraße
50,,Reiherbergstraße
50,a,Reiherbergstraße
51,,Reiherbergstraße
52,,Reiherbergstraße
53,,Reiherbergstraße
54,,Reiherbergstraße
55,,Reiherbergstraße
56,,Reiherbergstraße
57,,Reiherbergstraße
58,,Reiherbergstraße
59,,Reiherbergstraße
59,a,Reiherbergstraße
60,,Reiherbergstraße
61,,Reiherbergstraße
62,,Reiherbergstraße
63,,Reiherbergstraße
64,,Reiherbergstraße
65,,Reiherbergstraße
66,,Reiherbergstraße
67,,Reiherbergstraße
67,a,Reiherbergstraße
68,,Reiherbergstraße
69,,Reiherbergstraße
1,,Thomas-Müntzer-Straße
2,,Thomas-Müntzer-Straße
2,a,Thomas-Müntzer-Straße
3,,Thomas-Müntzer-Straße
4,,Thomas-Müntzer-Straße
5,,Thomas-Müntzer-Straße
6,,Thomas-Müntzer-Straße
7,,Thomas-Müntzer-Straße
8,,Thomas-Müntzer-Straße
9,,Thomas-Müntzer-Straße
10,,Thomas-Müntzer-Straße
11,,Thomas-Müntzer-Straße
12,,Thomas-Müntzer-Straße
13,,Thomas-Müntzer-Straße
14,,Thomas-Müntzer-Straße
15,,Thomas-Müntzer-Straße
16,,Thomas-Müntzer-Straße
17,,Thomas-Müntzer-Straße
11,,Eichenweg
18,,Thomas-Müntzer-Straße
19,,Thomas-Müntzer-Straße
20,,Thomas-Müntzer-Straße
21,,Thomas-Müntzer-Straße
22,,Thomas-Müntzer-Straße
23,,Thomas-Müntzer-Straße
25,,Thomas-Müntzer-Straße
27,,Thomas-Müntzer-Straße
29,,Thomas-Müntzer-Straße
31,,Thomas-Müntzer-Straße
1,,Weinmeisterstraße
12,,Eichenweg
1,a,Weinmeisterstraße
1,b,Weinmeisterstraße
2,,Weinmeisterstraße
2,a,Weinmeisterstraße
3,,Weinmeisterstraße
4,,Weinmeisterstraße
5,,Weinmeisterstraße
6,,Weinmeisterstraße
7,,Weinmeisterstraße
7,a,Weinmeisterstraße
7,b,Weinmeisterstraße
8,,Weinmeisterstraße
9,,Weinmeisterstraße
10,,Weinmeisterstraße
11,,Weinmeisterstraße
1,,Eichenweg
2,,Eichenweg
3,,Eichenweg
4,,Eichenweg
5,,Eichenweg
6,,Eichenweg
7,,Eichenweg
8,,Eichenweg
9,,Eichenweg
13,,Eichenweg
14,,Eichenweg
15,,Eichenweg
16,,Eichenweg
17,,Eichenweg
18,,Eichenweg
19,,Eichenweg
20,,Eichenweg
21,,Eichenweg
22,,Eichenweg
23,,Eichenweg
24,,Eichenweg
25,,Eichenweg
26,,Eichenweg
27,,Eichenweg
17,,Marie-Curie-Ring
1,,Taubenbogen
2,,Taubenbogen
4,,Taubenbogen
5,,Taubenbogen
6,,Taubenbogen
7,,Taubenbogen
8,,Taubenbogen
9,,Taubenbogen
11,,Taubenbogen
13,,Taubenbogen
15,,Taubenbogen
17,,Taubenbogen
1,,Grasmückenring
2,,Grasmückenring
3,,Grasmückenring
4,,Grasmückenring
5,,Grasmückenring
6,,Grasmückenring
7,,Grasmückenring
8,,Grasmückenring
9,,Grasmückenring
11,,Grasmückenring
12,,Grasmückenring
13,,Grasmückenring
13,a,Grasmückenring
14,,Grasmückenring
15,,Grasmückenring
15,a,Grasmückenring
16,,Grasmückenring
17,,Grasmückenring
17,a,Grasmückenring
18,,Grasmückenring
19,,Grasmückenring
